"","origem","densidade"
"1058","bNão especifica",0.48
"1059","bNão especifica",0.4
"1060","bNão especifica",0.45
"1061","bNão especifica",0.81
"1062","bNão especifica",0.85
"1063","bNão especifica",0.48
"1064","bNão especifica",0.85
"1065","bNão especifica",0.71
"1066","bNão especifica",0.82
"1067","bNão especifica",0.52
"1068","bNão especifica",0.5
"1069","bNão especifica",0.68
"1070","bNão especifica",0.68
"1071","bNão especifica",0.74
"1072","bNão especifica",0.86
"1073","bNão especifica",1.1
"1074","bNão especifica",0.8
"1075","bNão especifica",0.58
"1076","bNão especifica",0.99
"1077","bNão especifica",0.83
"1078","bNão especifica",1.11
"1079","bNão especifica",0.67
"1080","bNão especifica",0.67
"1081","bNão especifica",0.68
"1082","bNão especifica",0.98
"1083","bNão especifica",1.03
"1084","bNão especifica",1.23
"1085","bNão especifica",0.75
"1086","bNão especifica",0.98
"1087","bNão especifica",0.78
"1088","bNão especifica",0.93
"1089","bNão especifica",0.77
"1090","bNão especifica",0.55
"1091","bNão especifica",0.6
"1092","bNão especifica",0.9
"1093","bNão especifica",0.98
"1094","bNão especifica",0.67
"1095","bNão especifica",0.7
"1096","bNão especifica",0.75
"1097","bNão especifica",0.85
"1098","bNão especifica",0.87
"1099","bNão especifica",0.63
"1100","bNão especifica",0.87
"1101","bNão especifica",0.43
"1102","bNão especifica",0.23
"1103","bNão especifica",0.3
"1104","bNão especifica",0.69
"1105","bNão especifica",0.85
"1106","bNão especifica",0.5
"1107","bNão especifica",0.6
"1108","bNão especifica",0.74
"1109","bNão especifica",0.79
"1110","bNão especifica",0.71
"1111","bNão especifica",0.78
"1112","bNão especifica",0.88
"1113","bNão especifica",0.69
"1114","bNão especifica",0.86
"1115","bNão especifica",0.61
"1116","bNão especifica",0.7
"1117","bNão especifica",0.55
"1118","bNão especifica",0.61
"1119","bNão especifica",0.37
"1120","bNão especifica",0.5
"1121","bNão especifica",0.5
"1122","bNão especifica",0.55
"1123","bNão especifica",0.31
"1124","bNão especifica",0.92
"1125","bNão especifica",0.9
"1126","bNão especifica",1.16
"1127","bNão especifica",0.87
"1128","bNão especifica",0.52
"1129","bNão especifica",0.8
"1130","bNão especifica",0.61
"1131","bNão especifica",0.66
"1132","bNão especifica",0.8
"1133","bNão especifica",0.33
"1134","bNão especifica",0.7
"1135","bNão especifica",0.5
"1136","bNão especifica",0.64
"1137","bNão especifica",0.85
"1138","bNão especifica",0.73
"1139","bNão especifica",1.13
"1140","bNão especifica",0.82
"1141","bNão especifica",0.56
"1142","bNão especifica",0.7
"1143","bNão especifica",0.85
"1144","bNão especifica",1.04
"1145","bNão especifica",0.86
"1146","bNão especifica",0.6
"1147","bNão especifica",0.86
"1148","bNão especifica",1.1
"1149","bNão especifica",0.35
"1150","bNão especifica",0.5
"1151","bNão especifica",0.6
"1152","bNão especifica",0.76
"1153","bNão especifica",0.66
"1154","bNão especifica",0.7
"1155","bNão especifica",0.18
"1156","bNão especifica",0.26
"1157","bNão especifica",0.85
"1158","bNão especifica",0.38
"1159","bNão especifica",0.65
"1160","bNão especifica",0.4
"1161","bNão especifica",0.7
"1162","bNão especifica",0.6
"1163","bNão especifica",0.48
"1164","bNão especifica",0.75
"1165","bNão especifica",1.1
"1166","bNão especifica",0.71
"1167","bNão especifica",0.84
"1168","bNão especifica",0.5
"1169","bNão especifica",0.74
"1170","bNão especifica",0.9
"1171","bNão especifica",0.98
"1172","bNão especifica",0.7
"1173","bNão especifica",0.89
"1174","bNão especifica",0.86
"1175","bNão especifica",0.87
"1176","bNão especifica",0.7
"1177","bNão especifica",0.66
"1178","bNão especifica",0.56
"1179","bNão especifica",0.5
"1180","bNão especifica",0.88
"1181","bNão especifica",0.5
"1182","bNão especifica",0.39
"1183","bNão especifica",0.5
"1184","bNão especifica",0.74
"1185","bNão especifica",0.76
"1186","bNão especifica",0.74
"1187","bNão especifica",0.81
"1188","bNão especifica",0.71
"1189","bNão especifica",0.75
"1190","bNão especifica",0.81
"1191","bNão especifica",0.77
"1192","bNão especifica",0.8
"1193","bNão especifica",0.72
"1194","bNão especifica",0.66
"1195","bNão especifica",0.8
"1196","bNão especifica",0.9
"1197","bNão especifica",0.96
"1198","bNão especifica",0.7
"1199","bNão especifica",0.94
"1200","bNão especifica",0.39
"1201","bNão especifica",0.65
"1202","bNão especifica",0.78
"1203","bNão especifica",1.09
"1204","bNão especifica",0.82
"1205","bNão especifica",0.88
"1206","bNão especifica",0.8
"1207","bNão especifica",0.78
"1208","bNão especifica",0.8
"1209","bNão especifica",0.65
"1210","bNão especifica",0.85
"1211","bNão especifica",0.95
"1212","bNão especifica",0.73
"1213","bNão especifica",0.95
"1214","bNão especifica",0.7
"1215","bNão especifica",0.77
"1216","bNão especifica",0.91
"1217","bNão especifica",0.65
"1218","bNão especifica",0.52
"1219","bNão especifica",0.56
"1220","bNão especifica",0.63
"1221","bNão especifica",0.62
"1222","bNão especifica",0.47
"1223","bNão especifica",0.53
"1224","bNão especifica",0.59
"1225","bNão especifica",0.56
"1226","bNão especifica",0.75
"1227","bNão especifica",0.8
"1228","bNão especifica",0.65
"1229","bNão especifica",0.52
"1230","bNão especifica",0.52
"1231","bNão especifica",0.45
"1232","bNão especifica",0.78
"1233","bNão especifica",0.63
"1234","bNão especifica",0.52
"1235","bNão especifica",1.01
"1236","bNão especifica",0.9
"1237","bNão especifica",0.78
"1238","bNão especifica",1
"1239","bNão especifica",0.82
"1240","bNão especifica",1.19
"1241","bNão especifica",0.8
"1242","bNão especifica",0.82
"1243","bNão especifica",0.84
"1244","bNão especifica",0.8
"1245","bNão especifica",0.52
"1246","bNão especifica",0.51
"1247","bNão especifica",0.55
"1248","bNão especifica",0.47
"1249","bNão especifica",0.45
"1250","bNão especifica",0.57
"1251","bNão especifica",0.52
"1252","bNão especifica",0.59
"1253","bNão especifica",0.2
"1254","bNão especifica",0.3
"1255","bNão especifica",0.64
"1256","bNão especifica",0.53
"1257","bNão especifica",0.52
"1258","bNão especifica",0.59
"1259","bNão especifica",0.53
"1260","bNão especifica",0.61
"1261","bNão especifica",0.52
"1262","bNão especifica",0.45
"1263","bNão especifica",0.48
"1264","bNão especifica",0.47
"1265","bNão especifica",0.69
"1266","bNão especifica",0.77
"1267","bNão especifica",0.58
"1268","bNão especifica",0.51
"1269","bNão especifica",0.55
"1270","bNão especifica",0.6
"1271","bNão especifica",0.6
"1272","bNão especifica",0.43
"1273","bNão especifica",0.52
"1274","bNão especifica",0.47
"1275","bNão especifica",0.5
"1276","bNão especifica",0.54
"1277","bNão especifica",0.42
"1278","bNão especifica",0.41
"1279","bNão especifica",0.45
"1280","bNão especifica",0.79
"1281","bNão especifica",0.67
"1282","bNão especifica",0.65
"1283","bNão especifica",0.73
"1284","bNão especifica",0.82
"1285","bNão especifica",0.45
"1286","bNão especifica",1.1
"1287","bNão especifica",0.89
"1288","bNão especifica",1.04
"1289","bNão especifica",0.88
"1290","bNão especifica",0.93
"1291","bNão especifica",0.93
"1292","bNão especifica",0.92
"1293","bNão especifica",0.9
"1294","bNão especifica",0.62
"1295","bNão especifica",0.77
"1296","bNão especifica",0.76
"1297","bNão especifica",0.8
"1298","bNão especifica",0.64
"1299","bNão especifica",0.77
"1300","bNão especifica",0.65
"1301","bNão especifica",0.65
"1302","bNão especifica",0.76
"1303","bNão especifica",0.88
"1304","bNão especifica",0.69
"1305","bNão especifica",0.76
"1306","bNão especifica",0.77
"1307","bNão especifica",0.71
"1308","bNão especifica",0.6
"1309","bNão especifica",0.65
"1310","bNão especifica",0.61
"1311","bNão especifica",0.81
"1312","bNão especifica",0.7
"1313","bNão especifica",0.6
"1314","bNão especifica",0.36
"1315","bNão especifica",0.48
"1316","bNão especifica",0.46
"1317","bNão especifica",0.5
"1318","bNão especifica",0.39
"1319","bNão especifica",0.47
"1320","bNão especifica",0.51
"1321","bNão especifica",0.49
"1322","bNão especifica",0.41
"1323","bNão especifica",0.29
"1324","bNão especifica",0.55
"1325","bNão especifica",0.43
"1326","bNão especifica",0.5
"1327","bNão especifica",0.76
"1328","bNão especifica",0.66
"1329","bNão especifica",0.56
"1330","bNão especifica",0.55
"1331","bNão especifica",0.51
"1332","bNão especifica",0.43
"1333","bNão especifica",0.41
"1334","bNão especifica",0.58
"1335","bNão especifica",0.68
"1336","bNão especifica",0.7
"1337","bNão especifica",0.72
"1338","bNão especifica",0.87
"1339","bNão especifica",0.85
"1340","bNão especifica",0.79
"1341","bNão especifica",0.67
"1342","bNão especifica",0.72
"1343","bNão especifica",0.75
"1344","bNão especifica",0.8
"1345","bNão especifica",0.94
"1346","bNão especifica",0.32
"1347","bNão especifica",0.68
"1348","bNão especifica",0.73
"1349","bNão especifica",0.69
"1350","bNão especifica",0.71
"1351","bNão especifica",0.7
"1352","bNão especifica",0.44
"1353","bNão especifica",0.66
"1354","bNão especifica",0.42
"1355","bNão especifica",0.38
"1356","bNão especifica",0.39
"1357","bNão especifica",0.38
"1358","bNão especifica",0.54
"1359","bNão especifica",0.6
"1360","bNão especifica",0.41
"1361","bNão especifica",0.34
"1362","bNão especifica",0.35
"1363","bNão especifica",0.36
"1364","bNão especifica",0.38
"1365","bNão especifica",0.35
"1366","bNão especifica",0.5
"1367","bNão especifica",0.44
"1368","bNão especifica",0.37
"1369","bNão especifica",0.36
"1370","bNão especifica",0.35
"1371","bNão especifica",0.41
"1372","bNão especifica",0.36
"1373","bNão especifica",0.39
"1374","bNão especifica",0.37
"1375","bNão especifica",0.35
"1376","bNão especifica",0.34
"1377","bNão especifica",0.37
"1378","bNão especifica",0.82
"1379","bNão especifica",0.78
"1380","bNão especifica",0.68
"1381","bNão especifica",0.67
"1382","bNão especifica",0.67
"1383","bNão especifica",0.58
"1384","bNão especifica",0.6
"1385","bNão especifica",0.65
"1386","bNão especifica",0.53
"1387","bNão especifica",0.59
"1388","bNão especifica",0.58
"1389","bNão especifica",0.55
"1390","bNão especifica",0.56
"1391","bNão especifica",0.56
"1392","bNão especifica",0.64
"1393","bNão especifica",0.65
"1394","bNão especifica",0.62
"1395","bNão especifica",0.71
"1396","bNão especifica",0.77
"1397","bNão especifica",0.78
"1398","bNão especifica",0.89
"1399","bNão especifica",0.67
"1400","bNão especifica",0.72
"1401","bNão especifica",0.57
"1402","bNão especifica",0.56
"1403","bNão especifica",0.47
"1404","bNão especifica",0.62
"1405","bNão especifica",0.82
"1406","bNão especifica",0.76
"1407","bNão especifica",0.48
"1408","bNão especifica",0.5
"1409","bNão especifica",0.54
"1410","bNão especifica",0.39
"1411","bNão especifica",0.45
"1412","bNão especifica",0.37
"1413","bNão especifica",0.41
"1414","bNão especifica",0.83
"1415","bNão especifica",0.48
"1416","bNão especifica",0.57
"1417","bNão especifica",0.4
"1418","bNão especifica",0.62
"1419","bNão especifica",0.42
"1420","bNão especifica",0.65
"1421","bNão especifica",0.54
"1422","bNão especifica",0.48
"1423","bNão especifica",0.45
"1424","bNão especifica",0.76
"1425","bNão especifica",0.83
"1426","bNão especifica",0.9
"1427","bNão especifica",0.7
"1428","bNão especifica",0.71
"1429","bNão especifica",0.77
"1430","bNão especifica",0.97
"1431","bNão especifica",0.75
"1432","bNão especifica",0.68
"1433","bNão especifica",0.69
"1434","bNão especifica",0.84
"1435","bNão especifica",0.57
"1436","bNão especifica",0.71
"1437","bNão especifica",0.62
"1438","bNão especifica",0.68
"1439","bNão especifica",0.58
"1440","bNão especifica",1.12
"1441","bNão especifica",0.37
"1442","bNão especifica",0.44
"1443","bNão especifica",0.4
"1444","bNão especifica",0.48
"1445","bNão especifica",0.33
"1446","bNão especifica",0.35
"1447","bNão especifica",0.47
"1448","bNão especifica",0.39
"1449","bNão especifica",0.31
"1450","bNão especifica",0.5
"1451","bNão especifica",0.34
"1452","bNão especifica",0.37
"1453","bNão especifica",0.38
"1454","bNão especifica",0.95
"1455","bNão especifica",0.53
"1456","bNão especifica",0.6
"1457","bNão especifica",0.9
"1458","bNão especifica",0.85
"1459","bNão especifica",0.9
"1460","bNão especifica",0.88
"1461","bNão especifica",0.83
"1462","bNão especifica",0.82
"1463","bNão especifica",0.56
"1464","bNão especifica",0.22
"1465","bNão especifica",0.74
"1466","bNão especifica",0.82
"1467","bNão especifica",0.77
"1468","bNão especifica",0.96
"1469","bNão especifica",0.9
"1470","bNão especifica",0.68
"1471","bNão especifica",0.71
"1472","bNão especifica",0.76
"1473","bNão especifica",0.8
"1474","bNão especifica",1
"1475","bNão especifica",0.77
"1476","bNão especifica",0.86
"1477","bNão especifica",0.86
"1478","bNão especifica",0.86
"1479","bNão especifica",0.82
"1480","bNão especifica",0.71
"1481","bNão especifica",0.76
"1482","bNão especifica",0.78
"1483","bNão especifica",0.65
"1484","bNão especifica",0.69
"1485","bNão especifica",0.64
"1486","bNão especifica",0.76
"1487","bNão especifica",0.72
"1488","bNão especifica",0.56
"1489","bNão especifica",0.8
"1490","bNão especifica",0.86
"1491","bNão especifica",0.65
"1492","bNão especifica",0.52
"1493","bNão especifica",0.34
"1494","bNão especifica",0.4
"1495","bNão especifica",0.4
"1496","bNão especifica",0.41
"1497","bNão especifica",0.34
"1498","bNão especifica",0.34
"1499","bNão especifica",0.49
"1500","bNão especifica",0.57
"1501","bNão especifica",0.34
"1502","bNão especifica",0.59
"1503","bNão especifica",0.71
"1504","bNão especifica",0.39
"1505","bNão especifica",0.85
"1506","bNão especifica",0.67
"1507","bNão especifica",0.58
"1508","bNão especifica",0.8
"1509","bNão especifica",0.77
"1510","bNão especifica",0.81
"1511","bNão especifica",0.95
"1512","bNão especifica",0.83
"1513","bNão especifica",0.86
"1514","bNão especifica",0.86
"1515","bNão especifica",0.99
"1516","bNão especifica",0.84
"1517","bNão especifica",0.88
"1518","bNão especifica",0.78
"1519","bNão especifica",0.85
"1520","bNão especifica",1.08
"1521","bNão especifica",0.8
"1522","bNão especifica",0.77
"1523","bNão especifica",0.58
"1524","bNão especifica",0.73
"1525","bNão especifica",0.83
"1526","bNão especifica",0.67
"1527","bNão especifica",0.75
"1528","bNão especifica",0.75
"1529","bNão especifica",0.65
"1530","bNão especifica",0.93
"1531","bNão especifica",1.03
"1532","bNão especifica",0.95
"1533","bNão especifica",1
"1534","bNão especifica",0.92
"1535","bNão especifica",0.9
"1536","bNão especifica",0.93
"1537","bNão especifica",0.56
"1538","bNão especifica",0.56
"1539","bNão especifica",0.2
"1540","bNão especifica",0.83
"1541","bNão especifica",0.6
"1542","bNão especifica",0.9
"1543","bNão especifica",0.61
"1544","bNão especifica",0.76
"1545","bNão especifica",0.83
"1546","bNão especifica",0.75
"1547","bNão especifica",0.43
"1548","bNão especifica",0.73
"1549","bNão especifica",0.77
"1550","bNão especifica",0.65
"1551","bNão especifica",0.79
"1552","bNão especifica",0.85
"1553","bNão especifica",0.59
"1554","bNão especifica",0.73
"1555","bNão especifica",0.79
"1556","bNão especifica",0.79
"1557","bNão especifica",0.65
"1558","bNão especifica",0.87
"1559","bNão especifica",0.73
"1560","bNão especifica",0.76
"1561","bNão especifica",0.71
"1562","bNão especifica",1.07
"1563","bNão especifica",0.82
"1564","bNão especifica",0.76
"1565","bNão especifica",0.76
"1566","bNão especifica",0.8
"1567","bNão especifica",0.97
"1568","bNão especifica",1.09
"1569","bNão especifica",1
"1570","bNão especifica",0.77
"1571","bNão especifica",0.82
"1572","bNão especifica",0.82
"1573","bNão especifica",0.65
"1574","bNão especifica",0.68
"1575","bNão especifica",0.82
"1576","bNão especifica",0.8
"1577","bNão especifica",0.65
"1578","bNão especifica",0.69
"1579","bNão especifica",0.69
"1580","bNão especifica",0.67
"1581","bNão especifica",0.64
"1582","bNão especifica",0.53
"1583","bNão especifica",0.66
"1584","bNão especifica",0.56
"1585","bNão especifica",0.32
"1586","bNão especifica",0.96
"1587","bNão especifica",1.03
"1588","bNão especifica",0.88
"1589","bNão especifica",0.63
"1590","bNão especifica",0.79
"1591","bNão especifica",0.93
"1592","bNão especifica",1.01
"1593","bNão especifica",0.78
"1594","bNão especifica",0.48
"1595","bNão especifica",0.95
"1596","bNão especifica",0.8
"1597","bNão especifica",0.7
"1598","bNão especifica",0.7
"1599","bNão especifica",0.56
"1600","bNão especifica",0.51
"1601","bNão especifica",0.73
"1602","bNão especifica",0.96
"1603","bNão especifica",0.93
"1604","bNão especifica",0.91
"1605","bNão especifica",0.83
"1606","bNão especifica",0.79
"1607","bNão especifica",0.67
"1608","bNão especifica",0.78
"1609","bNão especifica",0.71
"1610","bNão especifica",0.7
"1611","bNão especifica",0.8
"1612","bNão especifica",0.86
"1613","bNão especifica",0.91
"1614","bNão especifica",0.98
"1615","bNão especifica",0.69
"1616","bNão especifica",0.72
"1617","bNão especifica",0.82
"1618","bNão especifica",0.79
"1619","bNão especifica",0.77
"1620","bNão especifica",0.65
"1621","bNão especifica",0.72
"1622","bNão especifica",0.62
"1623","bNão especifica",0.63
"1624","bNão especifica",0.63
"1625","bNão especifica",0.6
"1626","bNão especifica",0.5
"1627","bNão especifica",0.61
"1628","bNão especifica",0.7
"1629","bNão especifica",0.65
"1630","bNão especifica",0.62
"1631","bNão especifica",0.66
"1632","bNão especifica",0.62
"1633","bNão especifica",0.61
"1634","bNão especifica",0.65
"1635","bNão especifica",0.76
"1636","bNão especifica",0.53
"1637","bNão especifica",0.46
"1638","bNão especifica",0.6
"1639","bNão especifica",0.66
"1640","bNão especifica",0.55
"1641","bNão especifica",0.46
"1642","bNão especifica",0.69
"1643","bNão especifica",0.41
"1644","bNão especifica",0.59
"1645","bNão especifica",0.49
"1646","bNão especifica",0.76
"1647","bNão especifica",0.79
"1648","bNão especifica",0.67
"1649","bNão especifica",0.75
"1650","bNão especifica",0.54
"1651","bNão especifica",0.54
"1652","bNão especifica",0.62
"1653","bNão especifica",0.68
"1654","bNão especifica",0.51
"1655","bNão especifica",0.7
"1656","bNão especifica",0.56
"1657","bNão especifica",0.69
"1658","bNão especifica",0.5
"1659","bNão especifica",0.7
"1660","bNão especifica",0.55
"1661","bNão especifica",0.64
"1662","bNão especifica",0.57
"1663","bNão especifica",0.78
"1664","bNão especifica",0.82
"1665","bNão especifica",0.71
"1666","bNão especifica",0.86
"1667","bNão especifica",0.74
"1668","bNão especifica",0.64
"1669","bNão especifica",0.84
"1670","bNão especifica",0.73
"1671","bNão especifica",0.93
"1672","bNão especifica",0.79
"1673","bNão especifica",0.5
"1674","bNão especifica",0.59
"1675","bNão especifica",0.78
"1676","bNão especifica",0.56
"1677","bNão especifica",0.57
"1678","bNão especifica",0.68
"1679","bNão especifica",0.55
"1680","bNão especifica",0.7
"1681","bNão especifica",0.62
"1682","bNão especifica",0.69
"1683","bNão especifica",0.66
"1684","bNão especifica",0.53
"1685","bNão especifica",0.55
"1686","bNão especifica",0.73
"1687","bNão especifica",0.62
"1688","bNão especifica",0.62
"1689","bNão especifica",0.52
"1690","bNão especifica",0.7
"1691","bNão especifica",0.56
"1692","bNão especifica",0.73
"1693","bNão especifica",0.77
"1694","bNão especifica",0.7
"1695","bNão especifica",0.77
"1696","bNão especifica",0.74
"1697","bNão especifica",0.77
"1698","bNão especifica",0.73
"1699","bNão especifica",0.15
"1700","bNão especifica",0.43
"1701","bNão especifica",0.29
"1702","bNão especifica",0.33
"1703","bNão especifica",0.55
"1704","bNão especifica",0.55
"1705","bNão especifica",0.42
"1706","bNão especifica",0.47
"1707","bNão especifica",0.34
"1708","bNão especifica",0.47
"1709","bNão especifica",0.46
"1710","bNão especifica",0.53
"1711","bNão especifica",0.65
"1712","bNão especifica",0.59
"1713","bNão especifica",0.45
"1714","bNão especifica",0.47
"1715","bNão especifica",0.52
"1716","bNão especifica",0.7
"1717","bNão especifica",0.44
"1718","bNão especifica",0.43
"1719","bNão especifica",0.37
"1720","bNão especifica",0.53
"1721","bNão especifica",0.46
"1722","bNão especifica",0.49
"1723","bNão especifica",0.83
"1724","bNão especifica",0.57
"1725","bNão especifica",0.56
"1726","bNão especifica",0.32
"1727","bNão especifica",0.69
"1728","bNão especifica",0.77
"1729","bNão especifica",0.54
"1730","bNão especifica",0.97
"1731","bNão especifica",0.75
"1732","bNão especifica",0.58
"1733","bNão especifica",0.51
"1734","bNão especifica",0.47
"1735","bNão especifica",0.7
"1736","bNão especifica",0.65
"1737","bNão especifica",0.53
"1738","bNão especifica",0.44
"1739","bNão especifica",0.58
"1740","bNão especifica",0.58
"1741","bNão especifica",0.83
"1742","bNão especifica",0.52
"1743","bNão especifica",0.22
"1744","bNão especifica",0.92
"1745","bNão especifica",0.65
"1746","bNão especifica",0.65
"1747","bNão especifica",0.43
"1748","bNão especifica",0.62
"1749","bNão especifica",0.6
"1750","bNão especifica",0.64
"1751","bNão especifica",0.49
"1752","bNão especifica",0.47
"1753","bNão especifica",0.91
"1754","bNão especifica",0.48
"1755","bNão especifica",0.48
"1756","bNão especifica",0.5
"1757","bNão especifica",0.39
"1758","bNão especifica",0.41
"1759","bNão especifica",0.77
"1760","bNão especifica",0.56
"1761","bNão especifica",0.78
"1762","bNão especifica",0.55
"1763","bNão especifica",0.59
"1764","bNão especifica",0.65
"1765","bNão especifica",0.6
"1766","bNão especifica",0.56
"1767","bNão especifica",0.43
"1768","bNão especifica",0.49
"1769","bNão especifica",0.43
"1770","bNão especifica",0.41
"1771","bNão especifica",0.83
"1772","bNão especifica",0.34
"1773","bNão especifica",0.41
"1774","bNão especifica",0.5
"1775","bNão especifica",0.67
"1776","bNão especifica",0.65
"1777","bNão especifica",0.68
"1778","bNão especifica",0.48
"1779","bNão especifica",0.58
"1780","bNão especifica",0.58
"1781","bNão especifica",0.73
"1782","bNão especifica",0.59
"1783","bNão especifica",0.91
"1784","bNão especifica",0.52
"1785","bNão especifica",0.8
"1786","bNão especifica",0.69
"1787","bNão especifica",0.83
"1788","bNão especifica",0.87
"1789","bNão especifica",0.83
"1790","bNão especifica",0.92
"1791","bNão especifica",0.82
"1792","bNão especifica",0.65
"1793","bNão especifica",0.52
"1794","bNão especifica",0.54
"1795","bNão especifica",0.8
"1796","bNão especifica",0.58
"1797","bNão especifica",0.68
"1798","bNão especifica",0.42
"1799","bNão especifica",0.53
"1800","bNão especifica",0.34
"1801","bNão especifica",0.29
"1802","bNão especifica",0.38
"1803","bNão especifica",0.43
"1804","bNão especifica",0.82
"1805","bNão especifica",0.71
"1806","bNão especifica",0.79
"1807","bNão especifica",0.45
"1808","bNão especifica",0.8
"1809","bNão especifica",0.65
"1810","bNão especifica",0.76
"1811","bNão especifica",0.68
"1812","bNão especifica",0.84
"1813","bNão especifica",0.7
"1814","bNão especifica",0.53
"1815","bNão especifica",0.43
"1816","bNão especifica",0.41
"1817","bNão especifica",0.31
"1818","bNão especifica",0.26
"1819","bNão especifica",0.24
"1820","bNão especifica",0.26
"1821","bNão especifica",0.32
"1822","bNão especifica",0.37
"1823","bNão especifica",0.22
"1824","bNão especifica",0.33
"1825","bNão especifica",0.27
"1826","bNão especifica",0.11
"1827","bNão especifica",0.71
"1828","bNão especifica",0.71
"1829","bNão especifica",1.08
"1830","bNão especifica",0.96
"1831","bNão especifica",0.97
"1832","bNão especifica",0.8
"1833","bNão especifica",0.87
"1834","bNão especifica",0.63
"1835","bNão especifica",0.54
"1836","bNão especifica",0.98
"1837","bNão especifica",0.75
"1838","bNão especifica",1.01
"1839","bNão especifica",0.8
"1840","bNão especifica",0.65
"1841","bNão especifica",0.4
"1842","bNão especifica",0.52
"1843","bNão especifica",0.39
"1844","bNão especifica",0.41
"1845","bNão especifica",0.42
"1846","bNão especifica",0.42
"1847","bNão especifica",0.39
"1848","bNão especifica",0.87
"1849","bNão especifica",0.67
"1850","bNão especifica",0.61
"1851","bNão especifica",0.67
"1852","bNão especifica",0.76
"1853","bNão especifica",0.57
"1854","bNão especifica",0.68
"1855","bNão especifica",0.61
"1856","bNão especifica",0.65
"1857","bNão especifica",0.5
"1858","bNão especifica",0.57
"1859","bNão especifica",0.6
"1860","bNão especifica",0.71
"1861","bNão especifica",0.65
"1862","bNão especifica",0.76
"1863","bNão especifica",0.51
"1864","bNão especifica",0.75
"1865","bNão especifica",0.82
"1866","bNão especifica",0.57
"1867","bNão especifica",0.6
"1868","bNão especifica",0.51
"1869","bNão especifica",0.58
"1870","bNão especifica",0.62
"1871","bNão especifica",0.52
"1872","bNão especifica",0.77
"1873","bNão especifica",0.77
"1874","bNão especifica",0.86
"1875","bNão especifica",0.88
"1876","bNão especifica",0.54
"1877","bNão especifica",0.98
"1878","bNão especifica",0.65
"1879","bNão especifica",0.24
"1880","bNão especifica",0.73
"1881","bNão especifica",0.82
"1882","bNão especifica",0.72
"1883","bNão especifica",0.92
"1884","bNão especifica",0.8
"1885","bNão especifica",0.82
"1886","bNão especifica",0.47
"1887","bNão especifica",0.9
"1888","bNão especifica",0.75
"1889","bNão especifica",0.43
"1890","bNão especifica",0.51
"1891","bNão especifica",0.65
"1892","bNão especifica",0.53
"1893","bNão especifica",0.48
"1894","bNão especifica",0.76
"1895","bNão especifica",0.58
"1896","bNão especifica",0.53
"1897","bNão especifica",0.56
"1898","bNão especifica",0.51
"1899","bNão especifica",0.56
"1900","bNão especifica",0.5
"1901","bNão especifica",0.49
"1902","bNão especifica",0.55
"1903","bNão especifica",0.58
"1904","bNão especifica",0.56
"1905","bNão especifica",0.62
"1906","bNão especifica",0.71
"1907","bNão especifica",0.72
"1908","bNão especifica",0.45
"1909","bNão especifica",0.53
"1910","bNão especifica",0.49
"1911","bNão especifica",0.56
"1912","bNão especifica",0.43
"1913","bNão especifica",0.65
"1914","bNão especifica",0.58
"1915","bNão especifica",0.52
"1916","bNão especifica",0.48
"1917","bNão especifica",0.53
"1918","bNão especifica",0.67
"1919","bNão especifica",0.51
"1920","bNão especifica",0.52
"1921","bNão especifica",0.77
"1922","bNão especifica",0.84
"1923","bNão especifica",0.68
"1924","bNão especifica",0.68
"1925","bNão especifica",0.54
"1926","bNão especifica",0.63
"1927","bNão especifica",0.55
"1928","bNão especifica",0.69
"1929","bNão especifica",0.66
"1930","bNão especifica",0.96
"1931","bNão especifica",0.51
"1932","bNão especifica",0.88
"1933","bNão especifica",0.86
"1934","bNão especifica",0.88
"1935","bNão especifica",0.77
"1936","bNão especifica",0.77
"1937","bNão especifica",0.67
"1938","bNão especifica",0.55
"1939","bNão especifica",0.49
"1940","bNão especifica",0.41
"1941","bNão especifica",0.52
"1942","bNão especifica",0.78
"1943","bNão especifica",0.78
"1944","bNão especifica",0.75
"1945","bNão especifica",0.7
"1946","bNão especifica",0.6
"1947","bNão especifica",0.64
"1948","bNão especifica",0.59
"1949","bNão especifica",0.6
"1950","bNão especifica",0.6
"1951","bNão especifica",1.12
"1952","bNão especifica",0.66
"1953","bNão especifica",0.66
"1954","bNão especifica",0.86
"1955","bNão especifica",0.88
"1956","bNão especifica",0.75
"1957","bNão especifica",0.8
"1958","bNão especifica",0.85
"1959","bNão especifica",0.69
"1960","bNão especifica",0.8
"1961","bNão especifica",0.76
"1962","bNão especifica",0.75
"1963","bNão especifica",0.88
"1964","bNão especifica",0.78
"1965","bNão especifica",0.7
"1966","bNão especifica",0.76
"1967","bNão especifica",0.76
"1968","bNão especifica",0.73
"1969","bNão especifica",0.71
"1970","bNão especifica",0.97
"1971","bNão especifica",1.02
"1972","bNão especifica",0.71
"1973","bNão especifica",0.56
"1974","bNão especifica",0.49
"1975","bNão especifica",0.4
"1976","bNão especifica",0.54
"1977","bNão especifica",0.58
"1978","bNão especifica",0.42
"1979","bNão especifica",0.62
"1980","bNão especifica",0.85
"1981","bNão especifica",0.83
"1982","bNão especifica",0.82
"1983","bNão especifica",1.05
"1984","bNão especifica",1.16
"1985","bNão especifica",0.9
"1986","bNão especifica",0.98
"1987","bNão especifica",1.05
"1988","bNão especifica",0.68
"1989","bNão especifica",0.7
"1990","bNão especifica",1.15
