"","origem","densidade"
"4225","Ambos",0.82
"4226","Ambos",0.47
"4227","Ambos",0.9
"4228","Ambos",0.75
"4229","Ambos",0.43
"4230","Ambos",0.51
"4231","Ambos",0.65
"4232","Ambos",0.53
"4233","Ambos",0.48
"4234","Ambos",0.76
"4235","Ambos",0.58
"4236","Ambos",0.53
"4237","Ambos",0.56
"4238","Ambos",0.51
"4239","Ambos",0.56
"4240","Ambos",0.5
"4241","Ambos",0.49
"4242","Ambos",0.55
"4243","Ambos",0.58
"4244","Ambos",0.56
"4245","Ambos",0.62
"4246","Ambos",0.71
"4247","Ambos",0.72
"4248","Ambos",0.45
"4249","Ambos",0.53
"4250","Ambos",0.49
"4251","Ambos",0.56
"4252","Ambos",0.43
"4253","Ambos",0.65
"4254","Ambos",0.58
"4255","Ambos",0.52
"4256","Ambos",0.48
"4257","Ambos",0.53
"4258","Ambos",0.67
"4259","Ambos",0.51
"4260","Ambos",0.52
"4261","Ambos",0.77
"4262","Ambos",0.84
"4263","Ambos",0.68
"4264","Ambos",0.68
"4265","Ambos",0.54
"4266","Ambos",0.63
"4267","Ambos",0.55
"4268","Ambos",0.69
"4269","Ambos",0.66
"4270","Ambos",0.96
"4271","Ambos",0.51
"4272","Ambos",0.88
"4273","Ambos",0.86
"4274","Ambos",0.88
"4275","Ambos",0.77
"4276","Ambos",0.77
"4277","Ambos",0.67
"4278","Ambos",0.55
"4279","Ambos",0.49
"4280","Ambos",0.41
"4281","Ambos",0.52
"4282","Ambos",0.78
"4283","Ambos",0.78
"4284","Ambos",0.75
"4285","Ambos",0.7
"4286","Ambos",0.6
"4287","Ambos",0.64
"4288","Ambos",0.59
"4289","Ambos",0.6
"4290","Ambos",0.6
"4291","Ambos",1.12
"4292","Ambos",0.66
"4293","Ambos",0.66
"4294","Ambos",0.86
"4295","Ambos",0.88
"4296","Ambos",0.75
"4297","Ambos",0.8
"4298","Ambos",0.85
"4299","Ambos",0.69
"4300","Ambos",0.8
"4301","Ambos",0.76
"4302","Ambos",0.75
"4303","Ambos",0.88
"4304","Ambos",0.78
"4305","Ambos",0.7
"4306","Ambos",0.76
"4307","Ambos",0.76
"4308","Ambos",0.73
"4309","Ambos",0.71
"4310","Ambos",0.97
"4311","Ambos",1.02
"4312","Ambos",0.71
"4313","Ambos",0.56
"4314","Ambos",0.49
"4315","Ambos",0.4
"4316","Ambos",0.54
"4317","Ambos",0.58
"4318","Ambos",0.42
"4319","Ambos",0.62
"4320","Ambos",0.85
"4321","Ambos",0.83
"4322","Ambos",0.82
"4323","Ambos",1.05
"4324","Ambos",1.16
"4325","Ambos",0.9
"4326","Ambos",0.98
"4327","Ambos",1.05
"4328","Ambos",0.68
"4329","Ambos",0.7
"4330","Ambos",1.15
"4331","Ambos",0.4
"4332","Ambos",0.44
"4333","Ambos",0.62
"4334","Ambos",0.62
"4335","Ambos",0.71
"4336","Ambos",0.57
"4337","Ambos",0.75
"4338","Ambos",0.71
"4339","Ambos",0.78
"4340","Ambos",0.61
"4341","Ambos",0.65
"4342","Ambos",0.6
"4343","Ambos",0.54
"4344","Ambos",0.69
"4345","Ambos",0.67
"4346","Ambos",0.6
"4347","Ambos",0.71
"4348","Ambos",0.72
"4349","Ambos",0.65
"4350","Ambos",0.79
"4351","Ambos",0.61
"4352","Ambos",0.6
"4353","Ambos",0.68
"4354","Ambos",0.67
"4355","Ambos",0.97
"4356","Ambos",0.77
"4357","Ambos",1.04
"4358","Ambos",0.75
"4359","Ambos",0.89
"4360","Ambos",0.76
"4361","Ambos",0.76
"4362","Ambos",0.72
"4363","Ambos",0.77
"4364","Ambos",0.67
"4365","Ambos",0.78
"4366","Ambos",0.8
"4367","Ambos",0.9
"4368","Ambos",0.8
"4369","Ambos",0.49
"4370","Ambos",0.49
"4371","Ambos",0.89
"4372","Ambos",0.73
"4373","Ambos",0.82
"4374","Ambos",0.82
"4375","Ambos",0.91
"4376","Ambos",0.73
"4377","Ambos",0.84
"4378","Ambos",0.95
"4379","Ambos",0.78
"4380","Ambos",0.86
"4381","Ambos",0.83
"4382","Ambos",0.78
"4383","Ambos",0.75
"4384","Ambos",0.8
"4385","Ambos",0.58
"4386","Ambos",0.52
"4387","Ambos",0.47
"4388","Ambos",0.59
"4389","Ambos",0.39
"4390","Ambos",0.61
"4391","Ambos",0.42
"4392","Ambos",0.77
"4393","Ambos",0.67
"4394","Ambos",0.78
"4395","Ambos",0.59
"4396","Ambos",0.54
"4397","Ambos",0.54
"4398","Ambos",0.89
"4399","Ambos",0.73
"4400","Ambos",0.55
"4401","Ambos",0.47
"4402","Ambos",0.57
"4403","Ambos",0.41
"4404","Ambos",0.46
"4405","Ambos",0.32
"4406","Ambos",0.63
"4407","Ambos",0.45
"4408","Ambos",0.4
"4409","Ambos",0.45
"4410","Ambos",0.71
"4411","Ambos",0.54
"4412","Ambos",0.76
"4413","Ambos",0.76
"4414","Ambos",0.45
"4415","Ambos",0.37
"4416","Ambos",0.37
"4417","Ambos",0.54
"4418","Ambos",0.65
"4419","Ambos",0.66
"4420","Ambos",0.7
"4421","Ambos",0.61
"4422","Ambos",0.57
"4423","Ambos",0.63
"4424","Ambos",0.77
"4425","Ambos",0.79
"4426","Ambos",0.57
"4427","Ambos",0.57
"4428","Ambos",0.58
"4429","Ambos",0.52
"4430","Ambos",0.56
"4431","Ambos",0.52
"4432","Ambos",0.69
"4433","Ambos",0.69
"4434","Ambos",0.77
"4435","Ambos",0.73
"4436","Ambos",0.66
"4437","Ambos",0.64
"4438","Ambos",0.66
"4439","Ambos",0.77
"4440","Ambos",0.75
"4441","Ambos",0.73
"4442","Ambos",0.68
"4443","Ambos",0.69
"4444","Ambos",0.74
"4445","Ambos",0.69
"4446","Ambos",0.77
"4447","Ambos",0.77
"4448","Ambos",0.75
"4449","Ambos",0.65
"4450","Ambos",0.69
"4451","Ambos",0.73
"4452","Ambos",0.77
"4453","Ambos",0.78
"4454","Ambos",0.74
"4455","Ambos",0.72
"4456","Ambos",0.85
"4457","Ambos",1
"4458","Ambos",0.68
"4459","Ambos",0.75
"4460","Ambos",0.99
"4461","Ambos",0.73
"4462","Ambos",0.7
"4463","Ambos",0.73
"4464","Ambos",0.83
"4465","Ambos",0.68
"4466","Ambos",0.68
"4467","Ambos",0.73
"4468","Ambos",0.71
"4469","Ambos",0.81
"4470","Ambos",0.82
"4471","Ambos",0.82
"4472","Ambos",0.83
"4473","Ambos",0.75
"4474","Ambos",0.95
"4475","Ambos",0.45
"4476","Ambos",0.84
"4477","Ambos",0.83
"4478","Ambos",0.57
"4479","Ambos",0.6
"4480","Ambos",0.33
"4481","Ambos",0.58
"4482","Ambos",0.45
"4483","Ambos",0.34
"4484","Ambos",0.9
"4485","Ambos",0.93
"4486","Ambos",0.63
"4487","Ambos",0.68
"4488","Ambos",0.75
"4489","Ambos",0.93
"4490","Ambos",1.01
"4491","Ambos",0.83
"4492","Ambos",0.9
"4493","Ambos",1.01
"4494","Ambos",0.9
"4495","Ambos",0.91
"4496","Ambos",0.86
"4497","Ambos",0.41
"4498","Ambos",0.77
"4499","Ambos",0.93
"4500","Ambos",0.82
"4501","Ambos",0.87
"4502","Ambos",0.58
"4503","Ambos",0.72
"4504","Ambos",0.77
"4505","Ambos",0.56
"4506","Ambos",0.33
"4507","Ambos",0.73
"4508","Ambos",0.75
"4509","Ambos",0.32
"4510","Ambos",0.64
"4511","Ambos",0.63
"4512","Ambos",0.65
"4513","Ambos",0.62
"4514","Ambos",0.63
"4515","Ambos",0.6
"4516","Ambos",1.12
"4517","Ambos",0.41
"4518","Ambos",0.55
"4519","Ambos",0.42
"4520","Ambos",0.45
"4521","Ambos",0.53
"4522","Ambos",0.66
"4523","Ambos",0.66
"4524","Ambos",0.77
"4525","Ambos",0.63
"4526","Ambos",0.67
"4527","Ambos",0.68
"4528","Ambos",0.71
"4529","Ambos",0.76
"4530","Ambos",0.73
"4531","Ambos",0.56
"4532","Ambos",0.69
"4533","Ambos",0.52
"4534","Ambos",0.52
"4535","Ambos",0.57
"4536","Ambos",0.7
"4537","Ambos",0.76
"4538","Ambos",0.62
"4539","Ambos",0.8
"4540","Ambos",0.6
"4541","Ambos",0.45
"4542","Ambos",0.43
"4543","Ambos",0.52
"4544","Ambos",0.4
"4545","Ambos",0.27
"4546","Ambos",0.47
"4547","Ambos",0.39
"4548","Ambos",0.39
"4549","Ambos",0.33
"4550","Ambos",0.34
"4551","Ambos",0.4
"4552","Ambos",0.47
"4553","Ambos",0.45
"4554","Ambos",0.62
"4555","Ambos",0.58
"4556","Ambos",0.36
"4557","Ambos",0.42
"4558","Ambos",0.49
"4559","Ambos",0.5
"4560","Ambos",0.39
"4561","Ambos",0.36
"4562","Ambos",0.43
"4563","Ambos",0.4
"4564","Ambos",0.41
"4565","Ambos",0.99
"4566","Ambos",1.2
"4567","Ambos",1.08
"4568","Ambos",1.03
"4569","Ambos",1.23
"4570","Ambos",0.72
"4571","Ambos",0.63
"4572","Ambos",0.93
"4573","Ambos",0.69
"4574","Ambos",0.71
"4575","Ambos",0.69
"4576","Ambos",0.79
"4577","Ambos",0.86
"4578","Ambos",0.86
"4579","Ambos",0.77
"4580","Ambos",0.83
"4581","Ambos",0.24
"4582","Ambos",0.67
"4583","Ambos",0.56
"4584","Ambos",0.57
"4585","Ambos",0.35
"4586","Ambos",0.55
"4587","Ambos",0.39
"4588","Ambos",0.3
"4589","Ambos",0.43
"4590","Ambos",0.47
"4591","Ambos",0.62
"4592","Ambos",0.65
"4593","Ambos",0.48
"4594","Ambos",0.99
"4595","Ambos",0.54
"4596","Ambos",0.82
"4597","Ambos",0.47
"4598","Ambos",0.54
"4599","Ambos",0.63
"4600","Ambos",0.63
"4601","Ambos",0.43
"4602","Ambos",0.52
"4603","Ambos",0.43
"4604","Ambos",0.58
"4605","Ambos",0.58
"4606","Ambos",0.61
"4607","Ambos",0.74
"4608","Ambos",0.53
"4609","Ambos",0.7
"4610","Ambos",0.66
"4611","Ambos",0.58
"4612","Ambos",0.62
"4613","Ambos",0.6
"4614","Ambos",0.57
"4615","Ambos",0.55
"4616","Ambos",0.45
"4617","Ambos",0.58
"4618","Ambos",0.49
"4619","Ambos",0.76
"4620","Ambos",1.1
"4621","Ambos",0.95
"4622","Ambos",0.94
"4623","Ambos",0.67
"4624","Ambos",0.29
"4625","Ambos",1
"4626","Ambos",0.65
"4627","Ambos",0.73
"4628","Ambos",0.77
"4629","Ambos",0.47
"4630","Ambos",0.69
"4631","Ambos",0.9
"4632","Ambos",0.69
"4633","Ambos",0.6
"4634","Ambos",0.59
"4635","Ambos",0.64
"4636","Ambos",0.74
"4637","Ambos",0.67
"4638","Ambos",0.49
"4639","Ambos",0.63
"4640","Ambos",0.45
"4641","Ambos",0.59
"4642","Ambos",0.17
"4643","Ambos",0.28
"4644","Ambos",0.18
"4645","Ambos",0.64
"4646","Ambos",0.49
"4647","Ambos",0.46
"4648","Ambos",0.49
"4649","Ambos",0.57
"4650","Ambos",0.6
"4651","Ambos",0.56
"4652","Ambos",0.52
"4653","Ambos",0.81
"4654","Ambos",0.66
"4655","Ambos",0.39
"4656","Ambos",0.6
"4657","Ambos",0.59
"4658","Ambos",0.64
"4659","Ambos",0.62
"4660","Ambos",0.52
"4661","Ambos",0.57
"4662","Ambos",0.49
"4663","Ambos",0.59
"4664","Ambos",0.52
"4665","Ambos",0.57
"4666","Ambos",0.56
"4667","Ambos",0.55
"4668","Ambos",0.7
"4669","Ambos",0.6
"4670","Ambos",0.45
"4671","Ambos",0.47
"4672","Ambos",0.8
"4673","Ambos",0.56
"4674","Ambos",0.77
"4675","Ambos",1.05
"4676","Ambos",0.95
"4677","Ambos",0.97
"4678","Ambos",1.05
"4679","Ambos",0.73
"4680","Ambos",0.77
"4681","dapenas_cerrado",0.8
"4682","dapenas_cerrado",0.58
"4683","dapenas_cerrado",0.42
"4684","dapenas_cerrado",0.49
"4685","dapenas_cerrado",0.56
"4686","dapenas_cerrado",0.4
"4687","dapenas_cerrado",0.45
"4688","dapenas_cerrado",0.5
"4689","dapenas_cerrado",0.44
"4690","dapenas_cerrado",0.48
"4691","dapenas_cerrado",0.51
"4692","dapenas_cerrado",0.43
"4693","dapenas_cerrado",0.51
"4694","dapenas_cerrado",0.59
"4695","dapenas_cerrado",0.57
"4696","dapenas_cerrado",0.63
"4697","dapenas_cerrado",0.69
"4698","dapenas_cerrado",0.47
"4699","dapenas_cerrado",0.52
"4700","dapenas_cerrado",0.57
"4701","dapenas_cerrado",0.42
"4702","dapenas_cerrado",0.47
"4703","dapenas_cerrado",0.52
"4704","dapenas_cerrado",0.48
"4705","dapenas_cerrado",0.53
"4706","dapenas_cerrado",0.58
"4707","dapenas_cerrado",0.5
"4708","dapenas_cerrado",0.59
"4709","dapenas_cerrado",0.58
"4710","dapenas_cerrado",0.52
"4711","dapenas_cerrado",0.77
"4712","dapenas_cerrado",0.57
"4713","dapenas_cerrado",0.47
"4714","dapenas_cerrado",0.58
"4715","dapenas_cerrado",0.57
"4716","dapenas_cerrado",0.56
"4717","dapenas_cerrado",0.71
"4718","dapenas_cerrado",0.87
"4719","dapenas_cerrado",0.36
"4720","dapenas_cerrado",0.63
"4721","dapenas_cerrado",1.14
"4722","dapenas_cerrado",0.5
"4723","dapenas_cerrado",0.5
"4724","dapenas_cerrado",0.49
"4725","dapenas_cerrado",0.63
"4726","dapenas_cerrado",0.64
"4727","dapenas_cerrado",0.63
"4728","dapenas_cerrado",0.38
"4729","dapenas_cerrado",0.4
"4730","dapenas_cerrado",0.38
"4731","dapenas_cerrado",0.36
"4732","dapenas_cerrado",0.37
"4733","dapenas_cerrado",0.38
"4734","dapenas_cerrado",0.75
"4735","dapenas_cerrado",0.81
"4736","dapenas_cerrado",0.77
"4737","dapenas_cerrado",0.8
"4738","dapenas_cerrado",0.9
"4739","dapenas_cerrado",0.58
"4740","dapenas_cerrado",0.82
"4741","dapenas_cerrado",0.45
"4742","dapenas_cerrado",0.64
"4743","dapenas_cerrado",0.66
"4744","dapenas_cerrado",0.96
"4745","dapenas_cerrado",0.66
"4746","dapenas_cerrado",0.65
